,DBA,BORO,STREET,ZIPCODE
103930,UNION PIZZA WORKS,Brooklyn,TROUTMAN STREET,11237.0
10078,ABRACADABRA MAGIC DELI,Brooklyn,KNICKERBOCKER AVENUE,11237.0
878,LA CUMBANCHITA,Brooklyn,IRVING AVENUE,11237.0
19259,IL BEL PAESE PIZZERIA,Brooklyn,KNICKERBOCKER AVENUE,11237.0
61919,AREA 53,Brooklyn,SCOTT AVENUE,11237.0
127867,WHEELHOUSE,Brooklyn,WILSON AVENUE,11237.0
43067,MCDONALD'S,Brooklyn,KNICKERBOCKER AVENUE,11237.0
19536,AMARANTO,Brooklyn,HART STREET,11237.0
79625,MOONRISE,Brooklyn,WILLOUGHBY AVENUE,11237.0
36389,CRAFT BEER BAR,Brooklyn,STARR STREET,11237.0
15542,LOT 45,Brooklyn,TROUTMAN STREET,11237.0
2629,141 EL KUCHO MEXICAN RESTAURANT,Brooklyn,WILSON AVENUE,11237.0
26342,PEARL'S SOCIAL & BILLY CLUB,Brooklyn,ST NICHOLAS AVENUE,11237.0
81766,BUSHWICK HALL OF MUSIC,Brooklyn,TROUTMAN STREET,11237.0
10881,CROWN FRIED CHICKEN,Brooklyn,WYCKOFF AVENUE,11237.0
13559,SUBWAY,Brooklyn,MYRTLE AVENUE,11237.0
2717,PITANGA,Brooklyn,STARR STREET,11237.0
55925,TURKS INN,Brooklyn,STARR STREET,11237.0
55932,FRUITTI YUMMI,Brooklyn,KNICKERBOCKER AVENUE,11237.0
1086,OMAR'S PLACE BK,Brooklyn,MYRTLE AVENUE,11237.0
19567,C.M. COFFEE SHOP,Brooklyn,STANHOPE STREET,11237.0
6416,EL CHARRO BAKERY 1,Brooklyn,MYRTLE AVENUE,11237.0
10199,VEX EL CAFE,Brooklyn,WYCKOFF AVENUE,11237.0
41454,QDOBA Mexican Eats,Brooklyn,MYRTLE AVENUE,11237.0
40481,YIA YIA'S TAVERNA,Brooklyn,FLUSHING AVENUE,11237.0
3012,MOLASSES BOOKS,Brooklyn,HART STREET,11237.0
1955,HILLS KITCHEN,Brooklyn,KNICKERBOCKER AVENUE,11237.0
9900,MIXTAPE,Brooklyn,MYRTLE AVENUE,11237.0
5069,MAYAS SNACK BAR,Brooklyn,SAINT NICHOLAS AVENUE,11237.0
96824,SEITAN RISING,Brooklyn,MORGAN AVENUE,11237.0
29048,BOROUGH RESTAURANT,Brooklyn,FRANKLIN AVENUE,11238.0
17982,OLDE BROOKLYN BAGEL SHOPPE,Brooklyn,VANDERBILT AVENUE,11238.0
42231,(LEWIS DRUG STORE) LOCANDA VINI E OLII,Brooklyn,GATES AVENUE,11238.0
8729,IMPASTO,Brooklyn,WAVERLY AVENUE,11238.0
24058,OJALA AUTHENTIC MEXICAN,Brooklyn,FULTON STREET,11238.0
20643,FULTON GRAND,Brooklyn,FULTON STREET,11238.0
39231,Earthshine Electrified Food & Drinks,Brooklyn,WASHINGTON AVENUE,11238.0
12030,PASHA PIZZA PITA,Brooklyn,CLASSON AVENUE,11238.0
15945,HONG KONG CAFE CHINESE RESTAURANT,Brooklyn,FRANKLIN AVENUE,11238.0
1342,NICE PIZZA,Brooklyn,FRANKLIN AVENUE,11238.0
45214,EVE'S LOUNGE,Brooklyn,WASHINGTON AVENUE,11238.0
20420,CHOICE MARKET,Brooklyn,LAFAYETTE AVENUE,11238.0
24401,PUERTO VIEJO RESTAURANT,Brooklyn,GRAND AVENUE,11238.0
107823,Rialto Grande,Brooklyn,FRANKLIN AVENUE,11238.0
29015,OXALIS,Brooklyn,WASHINGTON AVENUE,11238.0
49811,ANTONIO'S PIZZA,Brooklyn,FLATBUSH AVENUE,11238.0
22229,CATALDO'S RESTAURANT,Brooklyn,VANDERBILT AVENUE,11238.0
25585,CITRICO,Brooklyn,WASHINGTON AVENUE,11238.0
16996,BCAKENY,Brooklyn,WASHINGTON AVENUE,11238.0
35750,AUTUMN ASIAN RESTAURANT,Brooklyn,FLATBUSH AVENUE,11238.0
67738,CRAB BROS,Brooklyn,WASHINGTON AVENUE,11238.0
5276,CHERYL'S GLOBAL SOUL,Brooklyn,UNDERHILL AVENUE,11238.0
334,CARIBBEAN SWEET SPICE,Brooklyn,WASHINGTON AVENUE,11238.0
17984,ROYAL YARD FOOD,Brooklyn,FRANKLIN AVENUE,11238.0
1435,Bagel Pub,Brooklyn,FRANKLIN AVENUE,11238.0
1389,"KAMI SUSHI, YUMMY THAI",Brooklyn,FLATBUSH AVE,11238.0
2473,HUNGRY GHOST,Brooklyn,STERLING PLACE,11238.0
88214,BEER STREET SOUTH,Brooklyn,VANDERBILT AVENUE,11238.0
37794,POKE TIKY BAR,Brooklyn,VANDERBILT AVENUE,11238.0
23177,DIVINE EXPRESS CATERING,Brooklyn,ATLANTIC AVENUE,11238.0
8867,THE NORM,Brooklyn,EASTERN PARKWAY,11238.0
9003,BEST BURGER PALACE,Brooklyn,ATLANTIC AVENUE,11238.0
78025,LOWERLINE,Brooklyn,WASHINGTON AVENUE,11238.0
41129,MAYFIELD,Brooklyn,FRANKLIN AVENUE,11238.0
31587,OLMSTED,Brooklyn,VANDERBILT AVENUE,11238.0
152086,STAY PRESS'D,Brooklyn,CLASSON AVENUE,11238.0
2903,FINN'S CORNER,Brooklyn,WASHINGTON AVENUE,11238.0
25596,BANH MI PLACE,Brooklyn,WASHINGTON AVE,11238.0
16027,MAISON YAKI,Brooklyn,VANDERBILT AVENUE,11238.0
4048,ENERGY FUEL,Brooklyn,FULTON STREET,11238.0
75971,MAC SHACK,Brooklyn,FULTON STREET,11238.0
47753,OTWAY BAKERY,Brooklyn,FULTON STREET,11238.0
60012,GOLDA,Brooklyn,FRANKLIN AVENUE,11238.0
31864,NEW SUSHI TATSU,Brooklyn,FRANKLIN AVENUE,11238.0
152391,D'ANTAN,Brooklyn,CLASSON AVENUE,11238.0
51027,The Coffee Bean & Tea Leaves,Brooklyn,GREENE AVENUE,11238.0
140862,95 SOUTH,Brooklyn,FRANKLIN AVENUE,11238.0
152000,OZAKAYA,Brooklyn,VANDERBILT AVENUE,11238.0
47487,TOM'S RESTAURANT,Brooklyn,WASHINGTON AVENUE,11238.0
5584,OCEAN 8 AT BROWNSTONE BILLIARDS,Brooklyn,FLATBUSH AVENUE,11238.0
79995,VILLAGER,Brooklyn,CLASSON AVENUE,11238.0
2107,DOUGH,Brooklyn,VANDERBILT AVENUE,11238.0
2096,NIMBOODA INDIAN CUISINE,Brooklyn,WASHINGTON AVENUE,11238.0
9095,BANHMIGOS,Brooklyn,PARK PLACE,11238.0
20,BARBONCINO,Brooklyn,FRANKLIN AVENUE,11238.0
332,CENT'ANNI,Brooklyn,FRANKLIN AVENUE,11238.0
3339,THE CRABBY SHACK,Brooklyn,FRANKLIN AVENUE,11238.0
47544,MEMPHIS SEOUL,Brooklyn,LINCOLN PLACE,11238.0
11964,PATTI ANN'S FAMILY RESTAURANT,Brooklyn,VANDERBILT AVENUE,11238.0
6789,CAFE CALACA,Brooklyn,FRANKLIN AVENUE,11238.0
75726,FULTON THAI RESTAURANT,Brooklyn,FULTON STREET,11238.0
112485,CROWN HEIGHTS CAFE,Brooklyn,FRANKLIN AVENUE,11238.0
179127,FAUSTO,Brooklyn,FLATBUSH AVENUE,11238.0
39644,GOLD STAR BEER COUNTER,Brooklyn,STERLING PLACE,11238.0
15008,BENY'S DELICE,Brooklyn,FULTON STREET,11238.0
59259,WHITE TIGER,Brooklyn,VANDERBILT AVENUE,11238.0
24511,BIEN CUIT,Brooklyn,FRANKLIN AVENUE,11238.0
3031,C'MON EVERYBODY,Brooklyn,FRANKLIN AVENUE,11238.0
80727,MCDONALD'S #23105,Brooklyn,ATLANTIC AVENUE,11238.0
119329,LITTLE CUPCAKE BAKESHOP,Brooklyn,VANDERBILT AVENUE,11238.0
84133,OMAR'S FINE CUISINE,Brooklyn,VANDERBILT AVENUE,11238.0
7939,RIO KITCHEN AND WINE,Brooklyn,SAINT JOHNS PLACE,11238.0
11092,MILLE-FEUILLE,Brooklyn,VANDERBILT AVENUE,11238.0
46277,COVENHOVEN,Brooklyn,CLASSON AVENUE,11238.0
1655,CHANCE 11,Brooklyn,FULTON STREET,11238.0
132102,AMPLE HILLS CREAMERY,Brooklyn,VANDERBILT AVENUE,11238.0
38137,XOCHITL TAQUERIA,Brooklyn,FULTON STREET,11238.0
41816,BILT BAR,Brooklyn,VANDERBILT AVENUE,11238.0
192052,GLORIETTA BALDY,Brooklyn,FRANKLIN AVENUE,11238.0
27964,CHILO'S,Brooklyn,FRANKLIN AVENUE,11238.0
3619,MISC,Brooklyn,FRANKLIN AVENUE,11238.0
40031,HAPPY WOK,Brooklyn,FRANKLIN AVENUE,11238.0
6020,3 LUIGI'S PIZZA,Brooklyn,GRAND AVENUE,11238.0
8016,INAKA,Brooklyn,VANDERBILT AVENUE,11238.0
144915,SPINNERS PIZZA 2,Brooklyn,CLASSON AVENUE,11238.0
4554,PRATT INSTITUTE - HIGGINS HALL (AVI),Brooklyn,SAINT JAMES PLACE,11238.0
14772,OLEA,Brooklyn,LAFAYETTE AVENUE,11238.0
71289,KING DAVID TACOS,Brooklyn,BERGEN STREET,11238.0
39954,LINCOLN STATION,Brooklyn,LINCOLN PLACE,11238.0
34849,NEW COUNTRY HOUSE,Brooklyn,FULTON STREET,11238.0
45834,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Brooklyn,FULTON STREET,11238.0
38176,UDOM THAI,Brooklyn,WASHINGTON AVENUE,11238.0
34742,TOOKER ALLEY,Brooklyn,WASHINGTON AVENUE,11238.0
144449,THE SOCIAL  ICE CREAM SHOP,Brooklyn,WASHINGTON AVENUE,11238.0
16965,DRINK,Brooklyn,FRANKLIN AVENUE,11238.0
73597,BLACK MILK COFFEE & CREPE,Brooklyn,FRANKLIN AVENUE,11238.0
6156,DIAMOND REEF,Brooklyn,ATLANTIC AVENUE,11238.0
25682,LELAND EATING & DRINKING HOUSE,Brooklyn,DEAN STREET,11238.0
23355,MUSE,Brooklyn,WASHINGTON AVENUE,11238.0
21409,MILK BAR,Brooklyn,VANDERBILT AVENUE,11238.0
10991,CROWN HEIGHTS PIZZA,Brooklyn,LINCOLN PLACE,11238.0
84627,SWEET BASIL,Brooklyn,FRANKLIN AVENUE,11238.0
96368,NO.7 RESTAURANT,Brooklyn,VANDERBILT AVENUE,11238.0
207900,BISMILLAH INDIAN RESTAURANT,Brooklyn,VANDERBILT AVENUE,11238.0
143574,LIKKLE JAMAICAN DUMOLIN HOUSE AND LIBRARY,Brooklyn,FULTON STREET,11238.0
28439,SIT & WONDER,Brooklyn,WASHINGTON AVENUE,11238.0
16592,OTWAY,Brooklyn,FULTON STREET,11238.0
6901,MUMBAI PLACE,Brooklyn,VANDERBILT AVENUE,11238.0
2761,JAMES RESTAURANT,Brooklyn,CARLTON AVENUE,11238.0
57205,DIWAN GRILL,Brooklyn,FRANKLIN AVENUE,11238.0
116823,BUKA NEW YORK CORP,Brooklyn,FULTON STREET,11238.0
1221,TARACHI,Brooklyn,GREENE AVENUE,11238.0
26274,SCREAMER'S PIZZERIA,Brooklyn,FRANKLIN AVENUE,11238.0
22628,THE MOST HIGH,Brooklyn,WASHINGTON AVE,11238.0
170312,BURGER UR WAY,Brooklyn,LINCOLN PLACE,11238.0
21488,KITCHEN GRILL,Brooklyn,FULTON STREET,11238.0
7902,PEARL INDIAN RESTAURANT,Brooklyn,FRANKLIN AVENUE,11238.0
207375,PAGE ONE,Brooklyn,ATLANTIC AVENUE,11238.0
22633,CAFE - BAR LAIKA,Brooklyn,GREENE AVENUE,11238.0
11032,NURISH,Brooklyn,WASHINGTON AVENUE,11238.0
68014,THE CROWN INN,Brooklyn,FRANKLIN AVENUE,11238.0
30864,BIERWAX,Brooklyn,VANDERBILT AVENUE,11238.0
22359,THE HOLLER,Brooklyn,FRANKLIN AVENUE,11238.0
46995,VAN LEEUWEN ICE CREAM,Brooklyn,VANDERBILT AVENUE,11238.0
20869,R&D FOODS,Brooklyn,VANDERBILT AVENUE,11238.0
21590,NEW PEKING,Brooklyn,CLASSON AVENUE,11238.0
3773,"AITA RESTAURANT, MAYFLOWER",Brooklyn,GREENE AVENUE,11238.0
35262,CRUZ DEL SUR,Brooklyn,WASHINGTON AVENUE,11238.0
1746,MEXICOCINA AGAVERIA,Brooklyn,WASHINGTON AVENUE,11238.0
184714,THE GOOD BATCH CREAMERY,Brooklyn,FULTON STREET,11238.0
8473,SILVER RICE,Brooklyn,PARK PLACE,11238.0
89712,AMANO Brooklyn,Brooklyn,CARLTON AVENUE,11238.0
4655,HADJA MARLEY RESTAURANT,Brooklyn,FULTON STREET,11238.0
1033,SUNSHINE CO.,Brooklyn,WASHINGTON AVENUE,11238.0
26762,STARBUCKS #54446,Brooklyn,LAFAYETTE AVENUE,11238.0
32898,IZZY ROSE,Brooklyn,GREENE AVENUE,11238.0
19691,DUNKIN,Brooklyn,FLATBUSH AVENUE,11238.0
117075,BRANDED SALOON,Brooklyn,VANDERBILT AVENUE,11238.0
33604,BELLI OSTERIA,Brooklyn,FULTON STREET,11238.0
12222,DORIS,Brooklyn,FULTON STREET,11238.0
5804,CLEMENTINE BAKERY,Brooklyn,CLASSON AVENUE,11238.0
68286,NEW IMPERIAL KITCHEN,Brooklyn,FULTON STREET,11238.0
68258,MAYA TAQUERIA,Brooklyn,VANDERBILT AVENUE,11238.0
18857,3 D'S DELIGHT RESTAURANT & BAKERY,Brooklyn,WASHINGTON AVENUE,11238.0
17279,THE ISLANDS,Brooklyn,WASHINGTON AVENUE,11238.0
659,SISTERS,Brooklyn,FULTON STREET,11238.0
6571,BROOKLYN SUYA,Brooklyn,FRANKLIN AVENUE,11238.0
4371,VEGGIES,Brooklyn,FRANKLIN AVENUE,11238.0
31783,KIMCHI GRILL,Brooklyn,WASHINGTON AVENUE,11238.0
44349,MITCHELL'S RESTAURANT,Brooklyn,VANDERBILT AVENUE,11238.0
1244,ST ENDS,Brooklyn,FRANKLIN AVENUE,11238.0
206216,HART'S,Brooklyn,FRANKLIN AVENUE,11238.0
8107,BUKA,Brooklyn,FULTON STREET,11238.0
25645,L.A. BURRITO,Brooklyn,UNDERHILL AVENUE,11238.0
6963,GRAN CAFFE DE MARTINI,Brooklyn,VANDERBILT AVENUE,11238.0
84046,WASHINGTON COMMONS,Brooklyn,PARK PLACE,11238.0
23926,CHAVELA'S,Brooklyn,FRANKLIN AVENUE,11238.0
19614,BLUE MARBLE ICE CREAM,Brooklyn,UNDERHILL AVENUE,11238.0
19389,BLU ROOM BAR & LOUNGE,Brooklyn,VANDERBILT AVENUE,11238.0
35090,Aura Coffee,Brooklyn,PROSPECT PLACE,11238.0
11180,F1RST NYC,Brooklyn,FRANKLIN AVENUE,11238.0
21163,NEW VEGETARIAN PALATE,Brooklyn,WASHINGTON AVENUE,11238.0
46733,WING MASTERS,Brooklyn,FULTON STREET,11238.0
15862,CHOCOLATE ESPRESSO BAR,Brooklyn,FRANKLIN AVENUE,11238.0
95025,TAYLOR MADE JAMAICAN EATERY,Brooklyn,CLASSON AVENUE,11238.0
12702,BAR CHUKO,Brooklyn,VANDERBILT AVENUE,11238.0
35163,GINO'S CUCINA BRICK OVEN PIZZA,Brooklyn,WASHINGTON AVENUE,11238.0
3563,FOR ALL THINGS GOOD,Brooklyn,FRANKLIN AVENUE,11238.0
86497,EL BARRIO BURRITOS,Brooklyn,FRANKLIN AVENUE,11238.0
56540,BAR MERIDIAN,Brooklyn,PROSPECT PLACE,11238.0
205254,LALOU,Brooklyn,VANDERBILT AVENUE,11238.0
3550,BERGEN BAGELS,Brooklyn,FULTON STREET,11238.0
149064,THE FLY,Brooklyn,CLASSON AVENUE,11238.0
231565,GOLDEN CHOPSTICKS CHINESE RESTAURANT,Brooklyn,FRANKLIN AVENUE,11238.0
6850,ZAYTOONS RESTAURANT,Brooklyn,VANDERBILT AVENUE,11238.0
105297,HOPS HILL,Brooklyn,FULTON STREET,11238.0
5745,ALTA CALIDAD,Brooklyn,VANDERBILT AVENUE,11238.0
9488,SPEEDY ROMEO,Brooklyn,CLASSON AVENUE,11238.0
3314,OGLIASTRO,Brooklyn,WASHINGTON AVENUE,11238.0
24968,EL PASO MEXICAN GRILL,Brooklyn,FLATBUSH AVENUE,11238.0
2021,IMPERIAL BIKER BAR,Brooklyn,FRANKLIN AVENUE,11238.0
62995,NO. 7,Brooklyn,GREENE AVENUE,11238.0
15361,RANGOON,Brooklyn,PROSPECT PLACE,11238.0
9558,LITTLE MISS MUFFIN N HER STUFFIN,Brooklyn,WASHINGTON AVENUE,11238.0
2982,COFFEE SPOT,Brooklyn,CLASSON AVENUE,11238.0
24932,KINANM LOUNGE,Brooklyn,ATLANTIC AVENUE,11238.0
66,Brooklyn Hots,Brooklyn,GREENE AVENUE,11238.0
23036,STOCKED CAFE & BURGERS,Brooklyn,WASHINGTON AVENUE,11238.0
62795,STARBUCKS,Brooklyn,FLATBUSH AVENUE,11238.0
98975,KE LAI LE ASIAN CUISINE,Brooklyn,WASHINGTON AVENUE,11238.0
11694,RAS PLANT BASED,Brooklyn,FRANKLIN AVENUE,11238.0
3938,BOM WITH THE WIND,Brooklyn,GREENE AVENUE,11238.0
112491,ALTAR,Brooklyn,STERLING PLACE,11238.0
171,THE NUAA TABLE,Brooklyn,BERGEN STREET,11238.0
7147,FAUN,Brooklyn,VANDERBILT AVENUE,11238.0
25456,BEARDED LADY,Brooklyn,WASHINGTON AVENUE,11238.0
422,PACIFIC BK NYC,Brooklyn,PACIFIC STREET,11238.0
1998,WEATHER UP,Brooklyn,VANDERBILT AVENUE,11238.0
19131,HANSON DRY,Brooklyn,FULTON STREET,11238.0
124646,UNDERHILL CAFE AND GRILL LLC,Brooklyn,DEAN STREET,11238.0
48579,AITA TRATTORIA,Brooklyn,FRANKLIN AVENUE,11238.0
19242,NACHO MACHO TACOS,Brooklyn,PROSPECT PLACE,11238.0
63157,Dorsett,Brooklyn,WASHINGTON AVENUE,11238.0
26881,"FRANKLIN PARK, DUTCH BOY BURGER",Brooklyn,ST JOHNS PLACE,11238.0
28808,AU JUS,Brooklyn,WASHINGTON AVENUE,11238.0
7137,"CIAO, GLORIA",Brooklyn,VANDERBILT AVENUE,11238.0
33306,New Sushi Tatsu,Brooklyn,FRANKLIN AVENUE,11238.0
174081,ART CAFE + BAR,Brooklyn,PACIFIC STREET,11238.0
116107,THE BARLOW,Brooklyn,PARK PLACE,11238.0
77512,BLKYN BURRO,Brooklyn,FULTON STREET,11238.0
32476,SHARLENE'S,Brooklyn,FLATBUSH AVENUE,11238.0
177033,Brooklyn High Low,Brooklyn,VANDERBILT AVENUE,11238.0
33285,EMMY,Brooklyn,FULTON STREET,11238.0
13050,NOURISH THAI,Brooklyn,VANDERBILT AVENUE,11238.0
5461,EL GRAN CASTILLO DE JAGUA RESTAURANT,Brooklyn,FLATBUSH AVENUE,11238.0
83174,FRIENDS AND LOVERS,Brooklyn,CLASSON AVENUE,11238.0
15123,SHANE'S CAFE,Brooklyn,WASHINGTON AVENUE,11238.0
48465,FOUR & TWENTY BLACKBIRDS,Brooklyn,DEAN STREET,11238.0
196121,Brookllyn Wings and Burgers Corp.,Brooklyn,ATLANTIC AVENUE,11238.0
842,JENNY ON THE GREEN,Brooklyn,FRANKLIN AVENUE,11238.0
10062,BARCKLAYS PIZZA & PASTA,Brooklyn,FULTON STREET,11238.0
61254,Bed-Stuy Fish Fry,Brooklyn,FULTON STREET,11238.0
156808,GUEROS BROOKLYN,Brooklyn,PROSPECT PLACE,11238.0
5452,THE BAKERY ON BERGEN,Brooklyn,BERGEN STREET,11238.0
16659,CALACA OF BK,Brooklyn,PUTNAM AVENUE,11238.0
48355,KITTEN CAFE,Brooklyn,FRANKLIN AVENUE,11238.0
64580,NATURAL BLEND VEGETARIAN CAFE & JUICE,Brooklyn,WASHINGTON AVENUE,11238.0
76562,J'S WONG,Brooklyn,FRANKLIN AVENUE,11238.0
16958,SWEET CHICK,Brooklyn,CARLTON AVENUE,11238.0
115258,BARBONCINO PIZZA,Brooklyn,FRANKLIN AVENUE,11238.0
55359,NEW HOOD HING CHINESE RESTAURANT,Brooklyn,UNDERHILL AVENUE,11238.0
9224,BABY JANE,Brooklyn,FULTON STREET,11238.0
7188,MOOLIAUNO'S TRAPP KITCHEN,Brooklyn,WASHINGTON AVENUE,11238.0
32729,GEN RESTAURANT,Brooklyn,WASHINGTON AVENUE,11238.0
17084,HARTLEY'S,Brooklyn,PUTNAM AVENUE,11238.0
9223,ODE TO BABEL,Brooklyn,DEAN STREET,11238.0
113177,MI TIERRA RESTAURANT NY,Brooklyn,CLASSON AVENUE,11238.0
82800,CHIPOTLE MEXICAN GRILL #2879,Brooklyn,FLATBUSH AVENUE,11238.0
124633,PENNY HOUSE CAFE,Brooklyn,WASHINGTON AVENUE,11238.0
15182,SWEETBEE COFFEE,Brooklyn,FULTON STREET,11238.0
32738,AMORINA,Brooklyn,VANDERBILT AVENUE,11238.0
3947,LITTLE ZELDA,Brooklyn,FRANKLIN AVENUE,11238.0
79790,BUSHWICH TACO COMPANY,Brooklyn,FULTON STREET,11238.0
9793,YUMMY TACO,Brooklyn,WASHINGTON AVENUE,11238.0
36463,LUANNE'S WILD GINGER,Brooklyn,FRANKLIN AVENUE,11238.0
2725,WING WAGON,Brooklyn,FLATBUSH AVENUE,11238.0
55827,CROWN FRIED CHICKEN,Brooklyn,FULTON STREET,11238.0
13847,NEPTUNE DINER II,Brooklyn,CLASSON AVENUE,11238.0
13039,TATANKAS TEA AND TINCTURE BAR,Brooklyn,CLASSON AVENUE,11238.0
30901,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Brooklyn,PENNSYLVANIA AVENUE,11239.0
2461,PIZZA STUDIO,Brooklyn,GATEWAY DRIVE,11239.0
25983,SMASHBURGER #1712,Brooklyn,GATEWAY DRIVE,11239.0
26801,ARMANDO'S PIZZA,Brooklyn,PENNSYLVANIA AVENUE,11239.0
24074,DUNKIN,Brooklyn,PENNSYLVANIA AVENUE,11239.0
25462,CHINA STAR,Brooklyn,PENNSYLVANIA AVENUE,11239.0
132233,APPLEBEE'S,Brooklyn,GATEWAY DRIVE,11239.0
50090,OUTBACK STEAKHOUSE,Brooklyn,GATEWAY DRIVE,11239.0
69425,RED LOBSTER,Brooklyn,GATEWAY DRIVE,11239.0
156433,BUFFALO WILD WINGS,Brooklyn,GATEWAY DRIVE,11239.0
31464,OLIVE GARDEN,Brooklyn,GATEWAY DRIVE,11239.0
43306,PANERA BREAD,Brooklyn,GATEWAY DRIVE,11239.0
4500,DUNKIN,Brooklyn,GATEWAY DRIVE,11239.0
64218,FUSION EAST,Brooklyn,ELTON STREET,11239.0
59491,BOSTON MARKET,Brooklyn,PENNSYLVANIA AVENUE,11239.0
93737,DAVE & BUSTER'S,Brooklyn,GATEWAY DRIVE,11239.0
26686,GREGORY'S COFFEE,Brooklyn,COURT STREET,11241.0
4153,ONE WAY DELI,Brooklyn,COURT STREET,11242.0
123631,WILLIAMSBURG MARKET BAR & CAFE,Brooklyn,NORTH    3 STREET,11249.0
48479,OASIS,Brooklyn,BEDFORD AVENUE,11249.0
7636,SALT + CHARCOAL,Brooklyn,GRAND STREET,11249.0
82640,WORK CAFE,Brooklyn,NORTH    6 STREET,11249.0
228846,HONEYBIRD COFFEE,Brooklyn,NORTH    6 PLACE,11249.0
167392,POLLYN,Brooklyn,BROADWAY,11249.0
4670,THE LEVEE,Brooklyn,BERRY STREET,11249.0
160690,NITEHAWK CINEMA,Brooklyn,METROPOLITAN AVENUE,11249.0
14169,MOLE,Brooklyn,KENT AVENUE,11249.0
925,BORSALIA,Brooklyn,GRAND STREET,11249.0
2413,kokomo restaurant,Brooklyn,KENT AVENUE,11249.0
38298,LE DOGGIE COOL,Brooklyn,WYTHE AVENUE,11249.0
78810,SOCIAL HOUSE,Brooklyn,BROADWAY,11249.0
41989,HOTEL DELMANO,Brooklyn,BERRY STREET,11249.0
90955,VAN LEEUWEN ICE CREAM,Brooklyn,WYTHE AVENUE,11249.0
7169,ROOFTOP BAR,Brooklyn,WYTHE AVENUE,11249.0
3857,AFTERNOON,Brooklyn,N 7TH ST,11249.0
184767,OLD MAN HUSTLE BKLYN BAR & COMEDY CLUB,Brooklyn,BEDFORD AVENUE,11249.0
13182,VANESSA'S DUMPLING HOUSE,Brooklyn,BEDFORD AVENUE,11249.0
75171,KAVA SOCIAL,Brooklyn,BEDFORD AVENUE,11249.0
36077,PAPER PLATES,Brooklyn,NORTH    3 STREET,11249.0
