,DBA,BORO,STREET,ZIPCODE
172106,LOKANTA,Queens,BROADWAY,11106.0
26962,MELTING POT CUISINE,Queens,VERNON BOULEVARD,11106.0
28282,ABI JAPANESE RESTAURANT,Queens,31ST ST,11106.0
59557,PYE BOAT NOODLE,Queens,BROADWAY,11106.0
109033,TOAST & ROAST,Queens,BROADWAY,11106.0
60202,BARTOLINO'S FINE ITALIAN PIZZA,Queens,BROADWAY,11106.0
39737,HERO THAI & IZAKAYA,Queens,BROADWAY,11106.0
73915,MCLOUGHLINS BAR,Queens,BROADWAY,11106.0
38787,THE TRESTLE,Queens,BROADWAY,11106.0
7637,BEAN'S & LAGER,Queens,36TH AVE,11106.0
73812,LEO'S PIZZA,Queens,36 AVENUE,11106.0
76606,FLOR DE AZALEA CAFE,Queens,34TH AVE,11106.0
20788,AMERICAN MUSEUM OF THE MOVING IMAGE,Queens,35 AVENUE,11106.0
7167,THE STRAND SMOKE HOUSE,Queens,BROADWAY,11106.0
18186,VIDALIS PIZZA,Queens,21 STREET,11106.0
39247,THE HIGHWATER,Queens,BROADWAY,11106.0
30527,SUNSWICK 35/35,Queens,35 STREET,11106.0
51811,VERONICA'S BAR,Queens,36 AVENUE,11106.0
27169,MI ESPIGUITA,Queens,31ST ST,11106.0
39560,COFFEE CLOUD,Queens,BROADWAY,11106.0
17819,ECUADORIAN RESTAURANT II,Queens,36 AVENUE,11106.0
60624,TACUBA CANTIINA MEXICANA,Queens,36TH ST,11106.0
60519,BARRIO TAQUERIA,Queens,34TH AVE,11106.0
66231,MELROSE BALLROOM,Queens,33 STREET,11106.0
15603,MAPLE THAI EATERY,Queens,36TH AVE,11106.0
28959,PSARI,Queens,36 AVENUE,11106.0
149424,ANCLA PERUVIAN CUISINE & BAR,Queens,BROADWAY,11106.0
33041,WOOD FIRED PIZZA,Queens,31 AVENUE,11106.0
83060,EL MARIACHI HOLDING,Queens,BROADWAY,11106.0
15453,OMONIA CAFE,Queens,BROADWAY,11106.0
68476,3 GREEKS GRILL,Queens,VERNON BLVD,11106.0
83005,CERASELLA,Queens,31ST ST,11106.0
58423,CITRICO,Queens,36TH ST,11106.0
92143,SALVATORIA KITCHEN AND BAR,Queens,BROADWAY,11106.0
11116,CIELITO RESTAURANT,Queens,36TH AVE,11106.0
11105,THE MAD DONKEY,Queens,36 AVENUE,11106.0
204357,SOTTO LA LUNA,Queens,31ST ST,11106.0
22566,SAM LEE KITCHEN,Queens,36TH AVE,11106.0
5323,SWICK 2,Queens,35TH ST,11106.0
14062,SANFORDS RESTAURANT,Queens,BROADWAY,11106.0
13938,BAHARI ESTIATORIO,Queens,BROADWAY,11106.0
8616,EAST GARDEN,Queens,36TH AVE,11106.0
92403,CAFE TRISKELL,Queens,36 AVENUE,11106.0
15716,EASTERN CHINESE RESTAURANT,Queens,BROADWAY,11106.0
28833,DON POLLO,Queens,BROADWAY,11106.0
26372,Hutch,Queens,31ST AVE,11106.0
22506,2 DIVE 4,Queens,36TH AVE,11106.0
147327,GROVE 34,Queens,34TH ST,11106.0
26396,TAMASHII RAMEN,Queens,BROADWAY,11106.0
11740,MERMAID SPORTS BAR,Queens,31 STREET,11106.0
44198,SUNRISE,Queens,BROADWAY,11106.0
36319,BAKERS CAFE,Queens,9TH ST,11106.0
571,PIG BEACH,Queens,36TH ST,11106.0
82548,TIPPIN INN,Queens,BROADWAY,11106.0
10987,TANTRA LOUNGE,Queens,31 STREET,11106.0
8611,BEL-AIRE DINER,Queens,21 STREET,11106.0
15240,BARZOLA,Queens,BROADWAY,11106.0
11250,SUN WAH CHINESE RESTAURANT OF NY,Queens,36 AVENUE,11106.0
45227,"DUNKIN', BASKIN ROBBINS",Queens,21 STREET,11106.0
1991,MOKJA,Queens,BROADWAY,11106.0
85216,HAPPY GATHERING,Queens,34TH AVE,11106.0
6070,POKE WAVE,Queens,BROADWAY,11106.0
6031,J & M BAKERY,Queens,36 AVENUE,11106.0
70413,T-SWIRLCREPE LLC,Queens,31ST ST,11106.0
55384,REG'Z NEW YORK PIZZA,Queens,36TH AVE,11106.0
857,COFFEE & GREEN,Queens,36TH AVE,11106.0
155925,CALIBUN,Queens,36TH AVE,11106.0
23282,EXQUISITO RESTAURANT,Queens,36TH AVENUE,11106.0
933,SAFRAN SILANTRO,Queens,36TH AVE,11106.0
32238,ALIADA,Queens,BROADWAY,11106.0
14618,DJERDAN,Queens,31 AVENUE,11106.0
11612,MADAM MARIE'S BAR,Queens,BROADWAY,11106.0
5871,PALACE FRIED CHICKEN,Queens,36TH AVE,11106.0
23489,SPRING FOOD SPOT,Queens,BROADWAY,11106.0
26062,RUTA OAXACA MEXICAN CUISINE,Queens,BROADWAY,11106.0
55832,BAR DALIA,Queens,31ST AVE,11106.0
25774,FRESCO TORTILLAS,Queens,36TH AVE,11106.0
5597,PIPERI GYRO,Queens,BROADWAY,11106.0
5620,NAPOLI PIZZA & PASTA,Queens,35 AVENUE,11106.0
2188,ROSA'S PIZZA,Queens,21ST ST,11106.0
6282,LIC BAGELS,Queens,36 AVENUE,11106.0
980,STUFFED,Queens,BROADWAY,11106.0
48867,KONDO JAPANESE RESTAURANT,Queens,BROADWAY,11106.0
2148,L & M ITALIAN DELI & CATERING,Queens,31 STREET,11106.0
11384,DALY'S PUB,Queens,31 STREET,11106.0
2111,DRUNKEN CHICKEN,Queens,BROADWAY,11106.0
87394,OMONIA NEXT DOOR,Queens,BROADWAY,11106.0
26095,Bund,Queens,BROADWAY,11106.0
46189,BURGER KING,Queens,21ST ST,11106.0
14840,SALA ASTORIA,Queens,31ST ST,11106.0
48035,MCDONALD'S,Queens,31ST ST,11106.0
1036,SAMARIA PIZZA,Queens,BROADWAY,11106.0
25046,SAMI'S KABAB HOUSE,Queens,CRESCENT ST,11106.0
1733,CHATEAU LE WOOF CAFE,Queens,VERNON BLVD,11106.0
164653,LITTLE FLOWER CAFE,Queens,36TH AVE,11106.0
5040,EATS AND DRINKS,Queens,BROADWAY,11106.0
138481,MCDONALD'S,Queens,21ST ST,11106.0
10770,SUBWAY,Queens,BROADWAY,11106.0
144918,TANTRA LOUNGE,Queens,31ST ST,11106.0
57880,DUNKIN,Queens,36 STREET,11106.0
43252,JOHN ARVANITIS,Queens,BROADWAY,11106.0
6481,ALADDIN,Queens,36 AVENUE,11106.0
26502,DINO'S PIZZA & PASTA,Queens,BROADWAY,11106.0
16305,MICHAEL'S RESTAURANT,Queens,BROADWAY,11106.0
33642,COPACABANA PIZZA & GRILL INC,Queens,36TH AVE,11106.0
6578,DIAMOND DOGS,Queens,31ST AVE,11106.0
13601,AREPAS CAFE,Queens,36TH AVE,11106.0
11806,LA FLOR VIEJA,Queens,31ST AVE,11106.0
163842,CHELA & GARNACHA,Queens,36 AVENUE,11106.0
42643,IL BAMBINO,Queens,31 AVENUE,11106.0
5301,BLVD WINE BAR,Queens,CENTER BOULEVARD,11109.0
3817,SKINNY'S CANTINA,Queens,CENTER BOULEVARD,11109.0
3946,BLEND,Queens,CENTER BLVD,11109.0
1568,SWEET LEAF,Queens,CENTER BOULEVARD,11109.0
2162,SHI,Queens,CENTER BOULEVARD,11109.0
25824,MAIELLA,Queens,CENTER BLVD,11109.0
45970,THE MIGRANT KITCHEN,Brooklyn,WATER STREET,11201.0
96119,WATER STREET TAVERN,Brooklyn,JAY STREET,11201.0
123661,THE OSPREY,Brooklyn,FURMAN STREET,11201.0
145796,NABILA'S,Brooklyn,COURT STREET,11201.0
87515,PIES N THIGHS 100,Brooklyn,WILLOUGHBY STREET,11201.0
35688,CONGRESS,Brooklyn,COURT STREET,11201.0
57999,NU HOTEL,Brooklyn,SMITH STREET,11201.0
47964,LIKKLE MORE JERK (DEKALB MARKET),Brooklyn,ALBEE SQUARE WEST,11201.0
28586,DOORDASH KITCHENS,Brooklyn,WILLOUGHBY STREET,11201.0
70598,HUGE THAI,Brooklyn,COURT STREET,11201.0
188895,FELICE,Brooklyn,MONTAGUE STREET,11201.0
38017,ALOFT NEW YORK BROOKLYN,Brooklyn,DUFFIELD STREET,11201.0
31886,PLYMOUTH CAFE,Brooklyn,HENRY STREET,11201.0
38135,LIVINGSTON MANOR,Brooklyn,HOYT STREET,11201.0
95723,VINEGAR HILL HOUSE,Brooklyn,HUDSON AVENUE,11201.0
141319,SHAN,Brooklyn,SMITH STREET,11201.0
109582,PIPS,Brooklyn,ATLANTIC AVENUE,11201.0
38365,FRONT STREET PIZZA,Brooklyn,FRONT STREET,11201.0
81435,KONDITORI,Brooklyn,SMITH STREET,11201.0
60930,OLD FULTON RESTAURANT,Brooklyn,OLD FULTON STREET,11201.0
125257,RANDOLPH BEER,Brooklyn,SANDS STREET,11201.0
56371,MY LITTLE PIZZERIA,Brooklyn,COURT STREET,11201.0
38113,DUMBO HOUSE,Brooklyn,WATER STREET,11201.0
76548,Inga's Bar,Brooklyn,CRANBERRY STREET,11201.0
45541,BLACK FOREST BROOKLYN,Brooklyn,SMITH STREET,11201.0
61177,"DUNKIN',' BASKIN ROBBINS",Brooklyn,SMITH STREET,11201.0
83895,HAMPTON INN BROOKLYN,Brooklyn,FLATBUSH AVENUE EXTENSION,11201.0
88476,AL BADAWI,Brooklyn,ATLANTIC AVENUE,11201.0
110525,ODDFELLOWS ICE CREAM,Brooklyn,FURMAN STREET,11201.0
55266,EIGHT TURN CREPE (DEKALB MARKET),Brooklyn,ALBEE SQUARE WEST,11201.0
84085,MIA'S BAKERY,Brooklyn,SMITH STREET,11201.0
135953,SWEETGREEN,Brooklyn,COURT STREET,11201.0
71976,KIMOTO ROOFTOP,Brooklyn,DUFFIELD STREET,11201.0
52395,HENRY ST. ALE HOUSE,Brooklyn,HENRY STREET,11201.0
29243,WANPO TEA SHOP,Brooklyn,WILLOUGHBY STREET,11201.0
37665,BELLA PIZZA & RESTAURANT,Brooklyn,LIVINGSTON STREET,11201.0
79543,BEE'S KNEES PROVISIONS,Brooklyn,SMITH STREET,11201.0
80582,DOMINO'S,Brooklyn,SMITH STREET,11201.0
52831,SOPHIE'S CUBAN CUISINE,Brooklyn,SMITH STREET,11201.0
31201,PAPA JOHN'S PIZZA,Brooklyn,LAWRENCE STREET,11201.0
52819,THE LONG ISLAND BAR,Brooklyn,ATLANTIC AVENUE,11201.0
42324,HAAGEN DAZS/CINNABON,Brooklyn,OLD FULTON STREET,11201.0
29296,KPOT KOREAN BBQ & HOT POT,Brooklyn,ALBEE SQUARE,11201.0
32138,BOUTROS,Brooklyn,ATLANTIC AVENUE,11201.0
50106,Mad For Chicken,Brooklyn,SMITH STREET,11201.0
179729,CHICKEN STOP,Brooklyn,DEKALB AVENUE,11201.0
70137,OCTAVIA COFFEE,Brooklyn,COURT STREET,11201.0
181459,HIPCITYVEG,Brooklyn,WILLOUGHBY STREET,11201.0
32063,HIBINO,Brooklyn,HENRY STREET,11201.0
47363,REVOLVER,Brooklyn,JAY STREET,11201.0
52728,PIEROGI BOYS,Brooklyn,GOLD ST,11201.0
119790,PARIS BAGUETTE,Brooklyn,COURT STREET,11201.0
32127,6TH WARD,Brooklyn,SMITH STREET,11201.0
194377,THE DUMBO STATION,Brooklyn,ADAMS STREET,11201.0
157750,Dippin' Dots and Doc Popcorn,Brooklyn,FULTON STREET,11201.0
70382,ODDFELLOWS ICE CREAM,Brooklyn,WATER STREET,11201.0
32037,A GYRO,Brooklyn,COURT STREET,11201.0
41863,SIPPY CAFE,Brooklyn,REMSEN STREET,11201.0
85675,PANDA EXPRESS,Brooklyn,FULTON STREET,11201.0
195528,BROOKLYN HEIGHTS WINE BAR,Brooklyn,HENRY STREET,11201.0
37642,BOAT BAR,Brooklyn,SMITH STREET,11201.0
87257,THE JUICE SHOP/NORM'S PIZZA,Brooklyn,ADAMS STREET,11201.0
52069,PILOT,Brooklyn,FURMAN STREET,11201.0
122706,FATOOSH PITZA & BBQ,Brooklyn,HICKS STREET,11201.0
31300,LEVANT ON SMITH,Brooklyn,SMITH STREET,11201.0
28427,O-POKE,Brooklyn,LIVINGSTON STREET,11201.0
32374,ARCHWAY CAFE (57B on PEARL ST),Brooklyn,JAY STREET,11201.0
117752,STARBUCKS,Brooklyn,METRO TECH,11201.0
158603,ESTUARY,Brooklyn,BRIDGE PARK DR,11201.0
156503,THE TIPSY GRAPE,Brooklyn,SMITH STREET,11201.0
113344,ESSEX SQUEEZE,Brooklyn,GOLD ST,11201.0
155286,MORITZ,Brooklyn,ALBEE SQUARE,11201.0
98955,KHAOSAN NYC,Brooklyn,MONTAGUE STREET,11201.0
54429,TROPIC DELI & GRILL,Brooklyn,COURT STREET,11201.0
121828,MMMENFES INC,Brooklyn,JORALEMON STREET,11201.0
121709,100% MR LIN,Brooklyn,GOLD ST,11201.0
46911,CUZIN'S DUZIN,Brooklyn,ALBEE SQUARE WEST,11201.0
36093,MONTERO BAR & GRILL,Brooklyn,ATLANTIC AVENUE,11201.0
47063,MAXWELL DELI INC,Brooklyn,FULTON STREET,11201.0
32199,LILLO,Brooklyn,HENRY STREET,11201.0
80842,ABOUT COFFEE,Brooklyn,STATE STREET,11201.0
66897,BONCHON,Brooklyn,WILLOUGHBY STREET,11201.0
109273,IHOP,Brooklyn,LIVINGSTON STREET,11201.0
41414,COBBLESTONE CATERING and FINE FOODS,Brooklyn,ATLANTIC AVENUE,11201.0
40879,ESPRESSO ME,Brooklyn,ATLANTIC AVENUE,11201.0
71478,NAYA,Brooklyn,METROTECH CTR,11201.0
81949,CHARLOTTE PATISSERIE,Brooklyn,COURT STREET,11201.0
65236,SHAKE SHACK,Brooklyn,FULTON STREET,11201.0
144740,MISO SUSHI,Brooklyn,MAIN STREET,11201.0
57215,ELSA,Brooklyn,ATLANTIC AVENUE,11201.0
81927,TEXTBOOK COFFEE,Brooklyn,DEKALB AVENUE,11201.0
103925,WAYLA,Brooklyn,WATER STREET,11201.0
67842,ALAMO DRAFTHOUSE CINEMA,Brooklyn,ALBEE SQUARE,11201.0
77576,Sticky's Finger Joint,Brooklyn,WILLOUGHBY STREET,11201.0
30644,WALK UP BAR,Brooklyn,WATER STREET,11201.0
41056,CECCONI'S,Brooklyn,WATER STREET,11201.0
60128,CAFE 370,Brooklyn,JAY STREET,11201.0
101380,DUNKIN DONUTS,Brooklyn,COURT STREET,11201.0
59056,FUNNY FACE BAKERY,Brooklyn,WATER STREET,11201.0
67096,BAGEL CAFE,Brooklyn,CLINTON STREET,11201.0
34946,SUPERFINE,Brooklyn,FRONT STREET,11201.0
209594,Filthy Flats,Brooklyn,COURT STREET,11201.0
131228,CHIPOTLE MEXICAN GRILL #3309,Brooklyn,FULTON STREET,11201.0
64015,STARBUCKS COFFEE #57601,Brooklyn,HOYT STREET,11201.0
77334,SMITH DELI,Brooklyn,SMITH STREET,11201.0
31590,BLUESTONE LANE,Brooklyn,PROSPECT STREET,11201.0
220529,NEXT STOP VEGAN,Brooklyn,LIVINGSTON STREET,11201.0
67778,PURE GREEN,Brooklyn,BOERUM PLACE,11201.0
30879,PAT LaFRIEDA,Brooklyn,WATER STREET,11201.0
171899,BEEPUBLIC,Brooklyn,FRONT STREET,11201.0
57380,LEYENDA,Brooklyn,SMITH STREET,11201.0
207197,ALOFT HOTEL,Brooklyn,DUFFIELD STREET,11201.0
48785,BREAD & SPREAD,Brooklyn,FRONT STREET,11201.0
44030,LOBBY BAR,Brooklyn,WATER STREET,11201.0
93067,WILLO B'S CAFE,Brooklyn,ADAMS STREET,11201.0
67305,SAVELLI,Brooklyn,SMITH STREET,11201.0
146381,WESTVILLE,Brooklyn,WASHINGTON STREET,11201.0
77629,GOOSE BARNACLE,Brooklyn,ATLANTIC AVENUE,11201.0
28739,VINEAPPLE,Brooklyn,PINEAPPLE STREET,11201.0
102850,FRESCA BOWL & POKE MAHI,Brooklyn,ADAMS STREET,11201.0
34710,USAGINY,Brooklyn,PLYMOUTH STREET,11201.0
33316,YUMMY TACO,Brooklyn,WILLOUGHBY STREET,11201.0
44114,STARBUCKS,Brooklyn,SMITH STREET,11201.0
57323,INDIAN TABLE,Brooklyn,COURT STREET,11201.0
92853,VIDAL'S CAFE,Brooklyn,BOND STREET,11201.0
132351,MMGLL DEKALB INC,Brooklyn,DEKALB AVENUE,11201.0
30009,CLARK'S RESTAURANT,Brooklyn,CLARK STREET,11201.0
92783,CAFE GOURMET,Brooklyn,HANOVER PLACE,11201.0
40534,OLYMPIA WINE BAR,Brooklyn,JAY STREET,11201.0
38433,MULBERRY & VINE,Brooklyn,PROSPECT STREET,11201.0
41113,CARUSO PIZZERIA & RESTAURANT,Brooklyn,SMITH STREET,11201.0
63837,HAPPY GARDEN,Brooklyn,HENRY STREET,11201.0
38947,FORNINO,Brooklyn,BROOKLYN BRIDGE PARK,11201.0
63423,PRET A MANGER (USA) LIMITED,Brooklyn,METROTECH CTR,11201.0
33057,CAFE GITANE,Brooklyn,HUDSON AVENUE,11201.0
44830,ARABICA COFFEE,Brooklyn,OLD FULTON STREET,11201.0
41323,AMPLE HILLS CREAMERY,Brooklyn,ALBEE SQUARE,11201.0
56677,SULTAN RESTAURANT & CAFE,Brooklyn,ATLANTIC AVENUE,11201.0
90597,CLOVER CLUB,Brooklyn,SMITH STREET,11201.0
43414,OH! DUMPLINGS,Brooklyn,BERGEN STREET,11201.0
33033,LASSEN & HENNIGS,Brooklyn,MONTAGUE STREET,11201.0
90924,CAFE VOLKAN,Brooklyn,BERGEN STREET,11201.0
34328,TUTT HEIGHTS RESTAURANT & CAFE,Brooklyn,HICKS STREET,11201.0
127435,BIRBANTE,Brooklyn,OLD FULTON STREET,11201.0
108967,SANDY BEACHES,Brooklyn,LAWRENCE STREET,11201.0
32937,MOCHA HOOKAH CAFE,Brooklyn,ATLANTIC AVENUE,11201.0
38649,GAGE & TOLLNER,Brooklyn,FULTON STREET,11201.0
68623,BOHEMIEN,Brooklyn,ATLANTIC AVENUE,11201.0
40708,IVY STARK,Brooklyn,WATER STREET,11201.0
89443,SWEETGREEN DOWNTOWN BROOKLYN,Brooklyn,WILLOUGHBY STREET,11201.0
141776,SUSHI GALLERY,Brooklyn,CLARK STREET,11201.0
35435,PUREPECHA MEXICAN RESTAURANT,Brooklyn,SMITH STREET,11201.0
83229,LIU WRAC WELLNESS CENTER,Brooklyn,UNIVERSITY PLAZA,11201.0
51735,CHIPOTLE MEXICAN GRILL,Brooklyn,MONTAGUE STREET,11201.0
176845,MAMAN,Brooklyn,COURT STREET,11201.0
29700,HENRY PUBLIC,Brooklyn,HENRY STREET,11201.0
41167,SANPANINO,Brooklyn,STATE STREET,11201.0
57817,DEKALB JUICE N' GO,Brooklyn,DEKALB AVENUE,11201.0
101141,MCDONALD'S,Brooklyn,FLATBUSH AVENUE EXTENSION,11201.0
35086,COLONIE,Brooklyn,ATLANTIC AVENUE,11201.0
41208,CHEZ MOI,Brooklyn,ATLANTIC AVENUE,11201.0
39439,BUBUSAN,Brooklyn,WATER STREET,11201.0
223265,HIGH TIDE,Brooklyn,WATER STREET,11201.0
30981,BUFFALO BOSS,Brooklyn,JAY STREET,11201.0
33207,VAN LEEUWEN ICE CREAM,Brooklyn,BERGEN STREET,11201.0
43502,POKE CITY,Brooklyn,LIVINGSTON STREET,11201.0
60537,AL B'S CAFE,Brooklyn,DEKALB AVENUE,11201.0
44644,TWO8TWO BAR & BURGER,Brooklyn,ATLANTIC AVENUE,11201.0
63582,MozzArepas,Brooklyn,JORALEMON STREET,11201.0
53453,THE GREAT ROOM BAR,Brooklyn,ADAMS STREET,11201.0
29572,JUICE PRESS,Brooklyn,FRONT STREET,11201.0
39215,AREA 53,Brooklyn,BRIDGE STREET,11201.0
91198,TEPPAN TERRITORY (DeKalb Market),Brooklyn,ALBEE SQ,11201.0
71105,CLOVER HILL,Brooklyn,COLUMBIA PLACE,11201.0
76747,KYOTO,Brooklyn,SMITH STREET,11201.0
148254,PEET'S COFFEE,Brooklyn,UNIVERSITY PLAZA,11201.0
144224,Bar 3 : Fifth Floor,Brooklyn,WATER STREET,11201.0
72346,Esprit Sushi,Brooklyn,ATLANTIC AVENUE,11201.0
232124,LOBO BROOKLYN,Brooklyn,COURT STREET,11201.0
27644,GRAND CANYON RESTAURANT,Brooklyn,MONTAGUE STREET,11201.0
25246,"TRIPOLI RESTAURANT, SWALLOW CAFE",Brooklyn,ATLANTIC AVENUE,11201.0
8696,HEIGHTS FALAFEL,Brooklyn,HENRY STREET,11201.0
14162,ELLA CROWN BAKEHOUSE,Brooklyn,ATLANTIC AVENUE,11201.0
14147,PIZ-ZETTA,Brooklyn,LIVINGSTON STREET,11201.0
8758,THE CUSTOM HOUSE,Brooklyn,MONTAGUE STREET,11201.0
18014,HUMMUS INC BROOKLYN MEDITERRANEAN BAR,Brooklyn,GOLD ST,11201.0
8802,FAT FOWL,Brooklyn,ALBEE SQUARE WEST,11201.0
982,COURT STREET BAGELS,Brooklyn,COURT STREET,11201.0
983,DOOR DASH KITCHEN,Brooklyn,BRIDGE STREET,11201.0
2828,FULTON BURGER,Brooklyn,OLD FULTON STREET,11201.0
14030,RIM NAM THAI KITCHEN,Brooklyn,JAY STREET,11201.0
8933,ROMERO DELICATESSEN,Brooklyn,COURT STREET,11201.0
13985,DAN AND JOHN'S WINGS,Brooklyn,ALBEE SQUARE,11201.0
13954,LOVE AND DOUGH,Brooklyn,JAY STREET,11201.0
13949,PULKIES JEWISH STYLE BBQ,Brooklyn,ALBEE SQUARE,11201.0
20510,NOODLE PUDDING,Brooklyn,HENRY STREET,11201.0
18075,THE HIHI ROOM,Brooklyn,SMITH STREET,11201.0
2538,STARBUCKS,Brooklyn,GOLD STREET,11201.0
2574,STARBUCKS,Brooklyn,METROTECH CTR,11201.0
9768,XI'AN FAMOUS FOODS,Brooklyn,WILLOUGHBY STREET,11201.0
2637,KUNG FU TEA,Brooklyn,HOYT STREET,11201.0
9438,WIKIWIKI,Brooklyn,ALBEE SQUARE,11201.0
25447,FAST & FRESH BURRITO DELI,Brooklyn,HOYT STREET,11201.0
20705,WINE LEGEND,Brooklyn,FLEET PLACE,11201.0
9426,TABLE 87,Brooklyn,ATLANTIC AVENUE,11201.0
9278,JOE COFFEE COMPANY,Brooklyn,WASHINGTON STREET,11201.0
9264,SWEETGREEN,Brooklyn,WASHINGTON STREET,11201.0
1131,THE FULTON ANNEX / BOBBI'S,Brooklyn,ALBEE SQUARE,11201.0
20436,AVABREW,Brooklyn,WILLOUGHBY STREET,11201.0
9101,PANERA BREAD,Brooklyn,ADAMS STREET,11201.0
2800,AMARACHI PRIME,Brooklyn,BRIDGE STREET,11201.0
25438,LIBERTADOR,Brooklyn,HENRY STREET,11201.0
8544,SSAM,Brooklyn,SMITH STREET,11201.0
8485,CAFE LULUC,Brooklyn,SMITH STREET,11201.0
8430,BLOSSOM ICE CREAM,Brooklyn,ATLANTIC AVENUE,11201.0
2981,HAWA,Brooklyn,WILLOUGHBY STREET,11201.0
8151,CIBAO,Brooklyn,SMITH STREET,11201.0
21096,JOE COFFEE COMPANY,Brooklyn,HICKS STREET,11201.0
21107,BLANK STREET COFFEE,Brooklyn,METROTECH CTR,11201.0
21198,PORTAL LATINO RESTAURANT,Brooklyn,SMITH STREET,11201.0
8034,CENTER CUT,Brooklyn,WATER STREET,11201.0
21039,YEMEN CAFE & RESTAURANT,Brooklyn,ATLANTIC AVENUE,11201.0
17754,FRENCH LOUIE,Brooklyn,ATLANTIC AVENUE,11201.0
24783,SALTER HOUSE,Brooklyn,ATLANTIC AVENUE,11201.0
24766,BLUE BOTTLE COFFEE,Brooklyn,DEAN STREET,11201.0
3107,HADROUMOT RESTAURANT,Brooklyn,ATLANTIC AVENUE,11201.0
7853,SUBWAY,Brooklyn,COURT STREET,11201.0
24698,HILTON BROOKLYN NEW YORK,Brooklyn,SCHERMERHORN STREET,11201.0
7760,PIO BAGEL,Brooklyn,LAWRENCE STREET,11201.0
24788,IRON CHEF HOUSE,Brooklyn,CLARK STREET,11201.0
2525,HAPPY DAYS DINER,Brooklyn,MONTAGUE STREET,11201.0
21019,MAISON SUN,Brooklyn,SCHERMERHORN STREET,11201.0
1734,LUV-N-OVEN,Brooklyn,DEKALB AVENUE,11201.0
856,LEMAK KITCHEN,Brooklyn,JORALEMON STREET,11201.0
2907,FATTY DADDY TACO,Brooklyn,SMITH STREET,11201.0
20909,BURGER VILLAGE (286 Livingston St),Brooklyn,BOND STREET,11201.0
26900,BLUE COLLAR,Brooklyn,COURT STREET,11201.0
14276,HENRY'S END,Brooklyn,HENRY STREET,11201.0
14279,MR. FULTON,Brooklyn,LAWRENCE STREET,11201.0
14338,CELESTINE RESTAURANT,Brooklyn,JOHN STREET,11201.0
8311,HANCO'S,Brooklyn,MONTAGUE STREET,11201.0
2941,JULIANA'S PIZZA,Brooklyn,OLD FULTON STREET,11201.0
14295,OGGIES,Brooklyn,ALBEE SQUARE WEST,11201.0
2960,LICHEE NUT,Brooklyn,MONTAGUE STREET,11201.0
14320,BKLYN WILD,Brooklyn,WATER STREET,11201.0
8173,THE SHOWROOM BAKEHOUSE,Brooklyn,ALBEE SQUARE,11201.0
17888,BROOKLYN FARM,Brooklyn,MONTAGUE STREET,11201.0
2935,AREPA LADY (DEKALB MARKET),Brooklyn,GOLD ST,11201.0
25572,CAVA,Brooklyn,ADAMS STREET,11201.0
1171,CHINAH,Brooklyn,METROTECH CTR,11201.0
9948,ALMONDINE,Brooklyn,WATER STREET,11201.0
19041,Mint Heights,Brooklyn,HENRY STREET,11201.0
18552,AMPLE HILLS CREAMERY,Brooklyn,WATER STREET,11201.0
1574,BROOKLYN ROASTNG COMPANY,Brooklyn,CLINTON STREET,11201.0
11754,LA BAGEL DELIGHT,Brooklyn,COURT STREET,11201.0
26111,HAAGEN-DAZS ICE CREAM,Brooklyn,MONTAGUE STREET,11201.0
19075,RICE & MISO,Brooklyn,PLYMOUTH STREET,11201.0
11822,JAY ST FRESH 99 CENTS PIZZA,Brooklyn,JAY STREET,11201.0
11701,FORCELLA FRIED PIZZA,Brooklyn,ALBEE SQUARE WEST,11201.0
11465,STARBUCKS,Brooklyn,MONTAGUE STREET,11201.0
25987,BRIDGE COFFEE SHOP,Brooklyn,BRIDGE STREET,11201.0
11269,THANK YOU COME AGAIN,Brooklyn,ALBEE SQ,11201.0
11172,BIEN CUIT,Brooklyn,SMITH STREET,11201.0
12875,KOGANE,Brooklyn,HENRY STREET,11201.0
11046,KATZS DELICATESSEN (DEKALB MARKET),Brooklyn,GOLD ST,11201.0
2037,VERDE CAFE & LOUNGE,Brooklyn,SMITH STREET,11201.0
11019,VIVI BUBBLE TEA,Brooklyn,COURT STREET,11201.0
18598,HAN DYNASTY,Brooklyn,ALBEE SQUARE WEST,11201.0
11860,SAINT JULIVERT FISHERIE,Brooklyn,CLINTON STREET,11201.0
1702,BRAIN FOOD THE SMART KITCHEN,Brooklyn,COURT STREET,11201.0
12407,BARBALU BK,Brooklyn,BERGEN STREET,11201.0
18720,"BEVACCO RESTAURANT, BINC",Brooklyn,HENRY STREET,11201.0
12402,SMITH STREET BAGELS,Brooklyn,SMITH STREET,11201.0
12312,GONG CHA,Brooklyn,LAWRENCE STREET,11201.0
26233,HANCO'S,Brooklyn,SMITH STREET,11201.0
11852,DARNA FALAFEL,Brooklyn,COURT STREET,11201.0
26222,UPWELL,Brooklyn,WASHINGTON STREET,11201.0
12204,DIMMER & SUMMER,Brooklyn,SMITH STREET,11201.0
12126,10TH FLOOR LOUNGE,Brooklyn,FURMAN STREET,11201.0
26280,THE RIVER CAFE,Brooklyn,WATER STREET,11201.0
12035,FIVE GUYS FAMOUS BURGERS AND FRIES,Brooklyn,METROTECH,11201.0
11909,MONTAGUE BAGELS,Brooklyn,MONTAGUE STREET,11201.0
1915,DAMASCUS BREAD & BAKERY,Brooklyn,ATLANTIC AVENUE,11201.0
