,the_geom,NAME
1583,POINT (-73.75254238652752 40.61018922604325),ROCKAWAY CHILD CARE CENTER
14269,POINT (-73.82336048071426 40.586515724924745),ROCKAWAY COLLEGIATE HIGH SCHOOL
9693,POINT (-73.78156931899743 40.602986494995314),ROCKAWAY COMMUNITY PARK
11350,POINT (-73.7842233056758 40.59843221194324),ROCKAWAY COMMUNITY PLAYGROUND
2746,POINT (-73.80292936655309 40.59184529992163),ROCKAWAY GARAGE
11413,POINT (-73.80027745971886 40.59090187337662),ROCKAWAY HEAD START CENTER
4934,POINT (-73.92350783747344 40.56700567512868),ROCKAWAY INLET
5406,POINT (-73.93868808697772 40.55722296349421),ROCKAWAY INLET BUOY 10
8626,POINT (-73.93159140907446 40.563824177930584),ROCKAWAY INLET BUOY 13
5823,POINT (-73.92087299395965 40.567509854338915),ROCKAWAY INLET BUOY 15
5264,POINT (-73.91727586322132 40.5649752925988),ROCKAWAY INLET BUOY 16
5401,POINT (-73.94557925900476 40.54194329244553),ROCKAWAY INLET BUOY 5
1474,POINT (-73.94648307051447 40.554667041664636),ROCKAWAY INLET BUOY 7
5408,POINT (-73.94666896265998 40.53249895658848),ROCKAWAY INLET GONG BUOY RI
3762,POINT (-73.93072676937116 40.56125950152458),ROCKAWAY INLET LIGHTED BELL BUOY 12
7057,POINT (-73.94307703793625 40.52925907156368),ROCKAWAY INLET LIGHTED BELL BUOY 2
3313,POINT (-73.94290902758311 40.55387597645631),ROCKAWAY INLET LIGHTED BELL BUOY 8
8414,POINT (-73.89857695487666 40.56980159246637),ROCKAWAY INLET LIGHTED BUOY 20
1482,POINT (-73.94246907006963 40.55810008277468),ROCKAWAY INLET LIGHTED BUOY 9
7056,POINT (-73.95819407976356 40.54838396704447),ROCKAWAY INLET WEST CHANNEL BUOY 4
14268,POINT (-73.82355742827201 40.58647889021727),ROCKAWAY PARK HIGH SCHOOL FOR ENVIRONMENTAL SUSTAINABILITY
2288,POINT (-73.8364800049863 40.582060423364545),ROCKAWAY PARK POST OFFICE
16104,POINT (-73.90132469619762 40.64677655306882),ROCKAWAY PARKWAY CANARSIE YARD
11669,POINT (-73.80987487499193 40.58497544087892),ROCKAWAY PLAYGROUND - M
999,POINT (-73.80871184070796 40.58537730581386),ROCKAWAY PLAYGROUND NORTH
8772,POINT (-73.9408037159215 40.54041586097093),ROCKAWAY POINT BREAKWATER LIGHT 4
16049,POINT (-73.91434276980358 40.56125651333851),ROCKAWAY POINT VFD
18191,POINT (-73.75368351047015 40.600011546559),ROCKAWAY REHABILITATION
1405,POINT (-73.89152050983682 40.53976867448921),ROCKAWAY SHOAL BUOY 2
11874,POINT (-73.97784328904254 40.75926704056714),ROCKEFELLER CENTER
18051,POINT (-73.97997165177946 40.75931901666968),ROCKEFELLER CENTER CONCOURSE
3122,POINT (-73.9785640120995 40.75868808750403),ROCKEFELLER CENTER ICE RINK
8020,POINT (-73.97780733911064 40.758179445806405),ROCKEFELLER CENTER POST OFFICE
9293,POINT (-74.01651221954523 40.71783543865001),ROCKEFELLER PARK
17969,POINT (-74.01622862076128 40.71828774232835),ROCKEFELLER PARK NORTH MEADOW
3742,POINT (-73.95608586782984 40.76278466180416),ROCKEFELLER U
13846,POINT (-73.9555351283724 40.76318754295054),ROCKEFELLER UNIVERSITY ABBY ALDRICH ROCKEFELLER HALL
13847,POINT (-73.95528469271382 40.76345631554986),ROCKEFELLER UNIVERSITY ABBY DINING ROOM
19154,POINT (-73.95488775686111 40.76239411601801),ROCKEFELLER UNIVERSITY BASS CENTER
19155,POINT (-73.95540520910677 40.76176817293323),ROCKEFELLER UNIVERSITY BASS DINING COMMONS
13832,POINT (-73.95642672348491 40.76184058820614),ROCKEFELLER UNIVERSITY BRONK LABORATORY
18585,POINT (-73.95481759368786 40.763095911623445),ROCKEFELLER UNIVERSITY CARSON FAMILY AUDITORIUM
13836,POINT (-73.95601228798773 40.7632093833576),ROCKEFELLER UNIVERSITY CASPARY AUDITORIUM
13837,POINT (-73.95565895302431 40.76298654714315),ROCKEFELLER UNIVERSITY CASPARY HALL
13849,POINT (-73.9549051349837 40.762889283906624),ROCKEFELLER UNIVERSITY COLLABORATIVE RESEARCH CENTER
13826,POINT (-73.9571829686564 40.761428567877125),ROCKEFELLER UNIVERSITY COMPARATIVE BIOSCIENCE CENTE
18587,POINT (-73.95615893072457 40.7630237107658),ROCKEFELLER UNIVERSITY EMERGENCY GENERATOR YORK  AVE
18586,POINT (-73.95584675933706 40.7617095935381),ROCKEFELLER UNIVERSITY EMERGENCY GENERATOR_FD ROOSEVELT DR
13848,POINT (-73.95537493527642 40.76348791893369),ROCKEFELLER UNIVERSITY FACULTY AND STUDENTS CLUB
13828,POINT (-73.95758925487766 40.76067604476905),ROCKEFELLER UNIVERSITY FACULTY HOUSE
13839,POINT (-73.95512986850208 40.76296934797298),ROCKEFELLER UNIVERSITY FLEXNER HALL
13835,POINT (-73.95523564760751 40.76242573568485),ROCKEFELLER UNIVERSITY FOUNDERS HALL
13831,POINT (-73.95701476831903 40.761821085965984),ROCKEFELLER UNIVERSITY FRICKE HALL
13824,POINT (-73.95608623960659 40.76236782118977),ROCKEFELLER UNIVERSITY GRADUATE STUDENTS RESIDENCE
13840,POINT (-73.95466925938709 40.76299176069037),ROCKEFELLER UNIVERSITY GREENBERG BUILDING
19156,POINT (-73.95425950906022 40.76281272774167),ROCKEFELLER UNIVERSITY HESS ACADEMIC CENTER
9350,POINT (-73.95569732564111 40.76188720000074),ROCKEFELLER UNIVERSITY HOSPITAL
18584,POINT (-73.95676576904542 40.76218525576544),ROCKEFELLER UNIVERSITY IT PAVILION
1020,POINT (-73.96626855067571 40.75620700230814),ROCKEFELLER UNIVERSITY LYDEN HOUSE
13845,POINT (-73.95532948518344 40.7621284412407),ROCKEFELLER UNIVERSITY NURSES RESIDENCE
13833,POINT (-73.95650676353671 40.76163404853847),ROCKEFELLER UNIVERSITY PEGGY ROCKEFELLER PLAZA
13844,POINT (-73.95566913585084 40.76355242306438),ROCKEFELLER UNIVERSITY PHILOSOPHERS GARDEN
13830,POINT (-73.95613934267352 40.76124669335014),ROCKEFELLER UNIVERSITY POWER HOUSE
13843,POINT (-73.95417229836748 40.76332191692599),ROCKEFELLER UNIVERSITY PRESIDENTS HOUSE
13825,POINT (-73.9559841958045 40.761380660553286),ROCKEFELLER UNIVERSITY ROCKEFELLER RESEARCH BUILDING
13827,POINT (-73.95716237341422 40.76063289416132),ROCKEFELLER UNIVERSITY SCHOLARS RESIDENCE
13841,POINT (-73.95458697458628 40.76340895113201),ROCKEFELLER UNIVERSITY SMITH HALL
13842,POINT (-73.95445498193004 40.76305328463278),ROCKEFELLER UNIVERSITY SMITH HALL ANNEX
13838,POINT (-73.95523239862366 40.763682587744135),ROCKEFELLER UNIVERSITY TENNIS COURT
13829,POINT (-73.95671553134142 40.76132392056414),ROCKEFELLER UNIVERSITY WEISS RESEARCH BUILDING
13834,POINT (-73.95495224414323 40.76233140534342),ROCKEFELLER UNIVERSITY WELCH HALL (MARKUS LIBRARY)
11329,POINT (-73.84628436393405 40.6707252413418),ROCKET PLAYGROUND
4826,POINT (-73.94207039381745 40.54211879392994),ROCKWAY INLET
18058,POINT (-73.84877948819533 40.66188275258312),ROCKWOOD PARK JEWISH CENTER
2764,POINT (-73.9345352650418 40.79410271887882),RODALE PLEASANT PARK COMMUNITY GARDEN
5192,POINT (-73.9715703607812 40.78391283747005),RODEPH SHOLOM CONGREGATION
11718,POINT (-73.97788839226646 40.782759320532705),RODEPH SHOLOM ELEMENTARY DIVISION
16405,POINT (-73.97118928471838 40.78417853087798),RODEPH SHOLOM SCHOOL 84 ST
17340,POINT (-73.78309245947317 40.66805147260069),RODEWAY INN JAMAICA
12919,POINT (-73.80157816937322 40.855350061445165),RODMANS NECK
19490,POINT (-73.80191405864394 40.85808176676225),RODMANS NECK BALLFIELD 1
19491,POINT (-73.80049086022554 40.85828702469453),RODMANS NECK BALLFIELD 2
3852,POINT (-73.79870227974568 40.85663812789829),RODMANS NECK EAST
6790,POINT (-73.80307105642694 40.85628275653091),RODMANS NECK WEST
12026,POINT (-73.95669574867308 40.70855804561937),RODNEY PARK CENTER
12069,POINT (-73.95633910461159 40.709033898029666),RODNEY PARK NORTH
4151,POINT (-73.95725684543972 40.707493819545896),RODNEY PARK SOUTH
12027,POINT (-73.95559013890433 40.710230945298726),RODNEY PLAYGROUND CENTER
7732,POINT (-73.95501073539327 40.71103693678623),RODNEY PLAYGROUND NORTH
20185,POINT (-73.95594003201815 40.709748844606494),RODNEY PLAYGROUND SOUTH
20159,POINT (-73.95585768033533 40.70971174166584),RODNEY PLAYGROUND SOUTH COMFORT STATION
20256,POINT (-73.9621409574459 40.70621800866012),ROEBLING PLAYGROUND
20232,POINT (-73.9614539526709 40.70644189006005),ROEBLING PLAYGROUND BASKETBALL COURTS
20230,POINT (-73.96236586119757 40.70610672076609),ROEBLING PLAYGROUND COMFORT STATION
20231,POINT (-73.96189987420891 40.706300988392385),ROEBLING PLAYGROUND HANDBALL COURT
4548,POINT (-73.98424840957742 40.74566353923213),ROGER HOTEL
11305,POINT (-73.93815926498134 40.834531086094685),ROGER MORRIS PARK
4894,POINT (-73.97342765296672 40.75470431898873),ROGER SMITH HOTEL
7338,POINT (-73.92906579320068 40.586851241878485),ROGERS MARINA
5271,POINT (-73.94752297298835 40.65582414215768),ROLF HENRY PLAYGROUND
5285,POINT (-73.83904229530447 40.657354342895665),ROMA VIEW CATERING
6057,POINT (-73.97607343031842 40.74799672459382),ROMANIA CONSULATE
2104,POINT (-73.97620116405218 40.74800683311635),ROMANIAN MISSION TO UN
14410,POINT (-73.91984256006879 40.673196240121584),RONALD EDMONDS LEARNING CENTER II
12636,POINT (-73.7090816770281 40.752005374135614),RONALD MCDONALD HOUSE
99,POINT (-73.8386900423433 40.757005990760895),ROOSEVELT
934,POINT (-73.8949875877505 40.74648746069064),ROOSEVELT AVE BRDGE OVER I-278
475,POINT (-73.85158476070914 40.752852520468124),ROOSEVELT AVE OV FLSHG MDW PKRD
420,POINT (-73.89430136968691 40.74657373023181),ROOSEVELT AVENUE OV CSX-HELLGATE
3399,POINT (-73.97707535031688 40.75459171722813),ROOSEVELT HOTEL
6176,POINT (-73.93735378913938 40.69321021444235),ROOSEVELT I HOUSES
7740,POINT (-73.93956370035136 40.693087515342214),ROOSEVELT I HOUSES BLDG 1
7826,POINT (-73.93859167233238 40.693214418459576),ROOSEVELT I HOUSES BLDG 2
7612,POINT (-73.9365324110536 40.69344428185615),ROOSEVELT I HOUSES BLDG 4
10340,POINT (-73.93761857403521 40.693340352184606),ROOSEVELT I HOUSES BUILDING 3
8474,POINT (-73.93526605615055 40.693534586463564),ROOSEVELT I HOUSES BUILDING 5
11821,POINT (-73.93743933799377 40.692562965791204),ROOSEVELT I HOUSES BUILDING 6
14496,POINT (-73.93631672791157 40.69358252980723),ROOSEVELT I HSES CHILDREN'S CTR
3784,POINT (-73.96178495782219 40.74917859165257),ROOSEVELT I REEF
8663,POINT (-73.93559396916743 40.69442325661267),ROOSEVELT II HOUSES
6442,POINT (-73.9369851597854 40.694169655817134),ROOSEVELT II HOUSES BLDG 7
12100,POINT (-73.9352356942161 40.69434094467667),ROOSEVELT II HOUSES BLDG 8
14495,POINT (-73.93460523302635 40.694432956745906),ROOSEVELT II HOUSES BLDG 9
54,POINT (-73.94475408042065 40.76293630078328),ROOSEVELT IS
36,POINT (-73.94662833424147 40.763872690468794),ROOSEVELT IS
161,POINT (-73.94623816354101 40.76374381841958),ROOSEVELT IS BR PED & BIKE
162,POINT (-73.9436631315316 40.762472719519295),ROOSEVELT IS BR PED & BIKE
15577,POINT (-73.9545178839837 40.757437957512195),ROOSEVELT ISLAND
15638,POINT (-73.9538537606329 40.75783484094076),ROOSEVELT ISLAND DAY NURSERY MAIN ST
4910,POINT (-73.94831612278175 40.76453066716882),ROOSEVELT ISLAND DAY NURSERY RIVER RD
18230,POINT (-73.95252284237229 40.75675901267978),ROOSEVELT ISLAND FERRY LANDING
13938,POINT (-73.95067944007221 40.760799454825474),ROOSEVELT ISLAND LIBRARY
13935,POINT (-73.94019237607387 40.77283205254287),ROOSEVELT ISLAND LIGHTHOUSE
13187,POINT (-73.96417285206564 40.76123664449224),ROOSEVELT ISLAND MANHATTAN TRAMWAY STATION
17375,POINT (-73.94584470568654 40.76712761894338),ROOSEVELT ISLAND OCTAGON SOCCER FIELD
17374,POINT (-73.94660305492198 40.765027810232375),ROOSEVELT ISLAND PARKING GARAGE
13926,POINT (-73.94640418770032 40.76522720673505),ROOSEVELT ISLAND POST OFFICE
16067,POINT (-73.94948915925384 40.76203147437825),ROOSEVELT ISLAND PUBLIC SAFETY DEPARTMENT
15594,POINT (-73.95500262478593 40.75684313925034),ROOSEVELT ISLAND RACQUET CLUB
3453,POINT (-73.96190159456675 40.74900171598482),ROOSEVELT ISLAND REEF LIGHT 17
7068,POINT (-73.96777757500658 40.742121414584496),ROOSEVELT ISLAND REEF LIGHTED BUOY B
17377,POINT (-73.9551923794675 40.75650367058645),ROOSEVELT ISLAND SPORTSPARK
17373,POINT (-73.95413310350321 40.75734534821834),ROOSEVELT ISLAND TRAMWAY STATION
5856,POINT (-73.94574993327544 40.76401941591964),ROOSEVELT ISLAND TURBINE HAZARD LIGHTED BUOY A
11339,POINT (-73.94550398143305 40.76435748063579),ROOSEVELT ISLAND TURBINE HAZARD LIGHTED BUOY B
5857,POINT (-73.94520052742509 40.76467938993562),ROOSEVELT ISLAND TURBINE HAZARD LIGHTED BUOY C
10737,POINT (-73.95440114399825 40.8113426667379),ROOSEVELT TRIANGLE
19239,POINT (-73.88837614157438 40.75407489471687),RORY STAUNTON FIELD
8829,POINT (-73.88719527323936 40.82741279680226),ROSA WARDELL DAY CARE CENTER
17150,POINT (-73.91736151182427 40.83674189015919),ROSALYN YALOW CHARTER SCHOOL
665,POINT (-74.11762200998801 40.573206400324665),ROSE AVENUE OVER SIRT SOUTH SHR
6685,POINT (-73.94671582627907 40.682021561522696),ROSE F KENNEDY FAMILY CENTER
9425,POINT (-73.88437348485921 40.8651435817752),ROSE HILL APARTMENTS
1439,POINT (-73.89053814410617 40.86192896672784),ROSE HILL PARK
19452,POINT (-73.89082132375573 40.86172431073894),ROSE HILL PARK COMFORT STATION
8495,POINT (-73.9825641516233 40.76884061418935),ROSE THEATER
3277,POINT (-74.07088622906436 40.61233885187277),ROSEBANK POST OFFICE
2774,POINT (-73.8697364087092 40.83551980677515),ROSEDALE BUS STOP
16656,POINT (-73.73357867099023 40.663699739852916),ROSEDALE CHRISTIAN ACADEMY
10482,POINT (-73.73989771445258 40.659950886653945),ROSEDALE LIBRARY
5809,POINT (-73.74017752035179 40.6596293090299),ROSEDALE POST OFFICE
12573,POINT (-73.9038494368957 40.704888538026026),ROSEMARYS PLAYGROUND
6536,POINT (-73.90209548684975 40.664965912150016),ROSETTA GASTON SENIOR CENTER
3023,POINT (-73.8710417212054 40.87287763211631),ROSEWOOD PLAYGROUND
19417,POINT (-73.87114818118499 40.8729531723784),ROSEWOOD PLAYGROUND COMFORT STATION
664,POINT (-74.11865671024697 40.572435880123116),ROSS AVENUE OVER SIRT SOUTH SHR
3363,POINT (-74.2180252217902 40.53952153508762),ROSSVILLE AME ZION CHURCH
13027,POINT (-73.85407833975792 40.842534875468516),ROTA SQUARE
8419,POINT (-74.2013379098805 40.497518945705984),ROUND SHOAL
10135,POINT (-73.89513983375296 40.85831508932577),ROUND THE CLOCK NURSERY MARION AV
7485,POINT (-73.9201517432549 40.69170385190024),ROUNDTABLE SENIOR CENTER
1760,POINT (-73.98835384809949 40.75865695161865),ROW NYC HOTEL
7705,POINT (-73.89073448952571 40.56575827255494),ROXBURY VOL AMB
19291,POINT (-73.87340565715427 40.64857844150216),ROY A SWEENEY CRICKET OVAL
7264,POINT (-73.7724834421415 40.68744040139952),ROY WILKINS PARK
19181,POINT (-73.77311619161502 40.68793215659876),ROY WILKINS PARK RUNNING TRACK
19182,POINT (-73.76952019528638 40.68573763467826),ROY WILKINS PARK TENNIS COURTS
11431,POINT (-73.76950443705982 40.68707191726066),ROY WILKINS RECREATION CENTER
20454,POINT (-73.76877045984955 40.686305756010455),ROY WILKINS RECREATION CENTER PARK SECURITY GUARDS BOOTH
11434,POINT (-73.77039357653582 40.685726695442625),ROY WILKINS RECREATION CENTER PLAYGROUND
1740,POINT (-73.97225909542726 40.79557407951805),ROYAL PARK HOTEL
3405,POINT (-73.98230783050563 40.755592176794174),ROYALTON HOTEL
3892,POINT (-73.90217757419698 40.82748208171595),RT HUDSON ELEMENTARY SCHOOL
20156,POINT (-73.90537989592313 40.683363911638665),RUDD PLAYGROUND
20145,POINT (-73.904972722093 40.68330934051891),RUDD PLAYGROUND COMFORT STATION
8496,POINT (-73.96300028432874 40.77598829264508),RUDOLF STEINER HS
3977,POINT (-73.9627858541244 40.7768370367654),RUDOLF STEINER LOWER SCHOOL
6379,POINT (-73.85780312920538 40.599682617388346),RUFFLE BAR ISLAND
1445,POINT (-73.80398088110537 40.70365765288123),RUFUS KING PARK
11662,POINT (-73.80337258355146 40.703875538891175),RUFUS KING PARK PLAYGROUND
5662,POINT (-73.93101644982735 40.650313243488455),RUGBY CONGREGATIONAL CHURCH
2059,POINT (-73.9303565303991 40.64861929265024),RUGBY LIBRARY
12122,POINT (-73.93108301368004 40.65549064643573),RUGBY POST OFFICE
6047,POINT (-73.92870296058935 40.69231027375341),RUGGED CROSS BAPTIST CHURCH
7401,POINT (-73.9286570167066 40.692282637425485),RUGGED CROSS CHRISTIAN DAY CARE
12070,POINT (-73.82596821462754 40.624596125437506),RULERS BAR HASSOCK
11623,POINT (-73.82704890022528 40.60897094511422),RULERS BAR ISLAND
4951,POINT (-73.85818751168937 40.59047236432796),RUNWAY CHANNEL
5355,POINT (-73.85449969230572 40.58855805649025),RUNWAY CHANNEL BUOY 1R
5269,POINT (-73.86449394873055 40.59108469281194),RUNWAY CHANNEL BUOY 3R
8701,POINT (-73.85095507917455 40.59089008811464),RUNWAY CHANNEL EAST JUNCTION LIGHTED BUOY R
3986,POINT (-73.87419810270625 40.59428262429256),RUNWAY CHANNEL JUNCTION LIGHTED BUOY RC
10723,POINT (-73.85269313303824 40.68254062069871),RUOFF TRIANGLE
1244,POINT (-73.95020988272515 40.78091341676809),RUPPERT PARK
18955,POINT (-73.92995190275441 40.827014930557915),RUPPERT PLAZA GARAGE
20177,POINT (-74.03618079611843 40.62638149650997),RUSSELL PEDERSEN PLAYGROUND
1418,POINT (-73.85147240345677 40.72383946390541),RUSSELL SAGE PLAYGROUND
8289,POINT (-73.96376889922553 40.76665779169955),RUSSIA MISSION TO UN
11528,POINT (-73.94544012764494 40.83068292032162),RUSSIAN HOLY FATHERS CHURCH
4510,POINT (-73.95314444290926 40.71942029053379),RUSSIAN ORTHODOX CATHEDRAL
17392,POINT (-73.81615280143903 40.75786515507139),RUSSIAN ORTHODOX CHURCH
11262,POINT (-73.89573179524375 40.67305456690573),RUSSIAN ORTHODOX CHURCH
9145,POINT (-73.97934896496884 40.76497319673345),RUSSIAN TEA ROOM
12495,POINT (-73.74284268752623 40.63868377384015),RUSSO RECYCLING
3340,POINT (-73.83792082492681 40.65298319899573),RUSSOS ON THE BAY CATERING
460,POINT (-73.90969290039988 40.71776756994376),RUST STREET OVER FLUSHING AVENUE
5308,POINT (-73.99114777348764 40.711986138335746),RUTGERS HOUSES
7872,POINT (-73.99193496298828 40.71213791028452),RUTGERS HOUSES BUILDING 1
12603,POINT (-73.9918219147884 40.711371640910265),RUTGERS HOUSES BUILDING 2
8212,POINT (-73.99012162927487 40.71158099068573),RUTGERS HOUSES BUILDING 3
8921,POINT (-73.9902403294589 40.71229583224594),RUTGERS HOUSES BUILDING 4
4000,POINT (-73.99114252513071 40.71228408801282),RUTGERS HOUSES BUILDING 5
7576,POINT (-73.99069336053728 40.71235167584508),RUTGERS HOUSES COMMUNITY CENTER
13107,POINT (-73.98967673893982 40.71067537272158),RUTGERS PARK
11930,POINT (-73.98227235141154 40.77961302782124),RUTGERS PRESBY CHURCH
977,POINT (-73.98841058980138 40.70834838544258),RUTGERS TUBE
15692,POINT (-73.92721818285517 40.66277075655443),RUTLAND PLAZA
12920,POINT (-73.92819629579307 40.66184417038785),RUTLAND TOWERS
5370,POINT (-73.97853231634625 40.777068111718236),RUXTON TOWERS
16211,POINT (-73.97689919134616 40.75071249483379),RWANDA MISSION TO UN
12651,POINT (-73.98001752600817 40.72159893951532),RYAN NENA COMMUNITY HEATH CENTER E 3 ST
1102,POINT (-73.92437384424676 40.815389815589924),RYAN TRIANGLE
11735,POINT (-73.975966527304 40.615879824808175),RYDER LIBRARY
4050,POINT (-73.92934453739576 40.615431898170385),RYDER RETAIL POST OFFICE
10437,POINT (-73.89870399567478 40.856749045526804),RYER AVENUE ELEM SCHOOL
12481,POINT (-74.0654916453266 40.589607206547804),S BEACH AREA LIFEGUARD STATION
7703,POINT (-74.06916680075634 40.586927906148425),S BEACH BALLFIELDS PARKING LOT 4
9300,POINT (-73.92213577076444 40.813139824679),S BRONX STATION
11946,POINT (-74.01378223793243 40.65726486384534),S BROOKLYN MARINE TERM MAIN ENTR
12935,POINT (-74.00786515777841 40.66010241179638),S BROOKLYN MARINE TERMINAL 32
349,POINT (-73.83876661020412 40.66690913020297),S CONDUIT BL OV BELT SOUTHRN PKW
12794,POINT (-73.79347222191547 40.694204962371956),S JAMAICA 1 HOUSES BLDG 8
12795,POINT (-73.79480957286444 40.69675450613406),S JAMAICA 1 HOUSES BLDG 9
12801,POINT (-73.79559378998478 40.69782516760586),S JAMAICA 2 HOUSES BLDG 15
12806,POINT (-73.79316104349947 40.69516893256918),S JAMAICA 2 HOUSES BLDG 20
12802,POINT (-73.79487254495115 40.69746373207895),S JAMAICA 2 PROJECTS BLG 16
13865,POINT (-73.79600054116524 40.69746496180621),S JAMAICA HOUSES BUILDING 1
12796,POINT (-73.79446912271813 40.69627823352378),S JAMAICA HOUSES BUILDING 10
12805,POINT (-73.79366572616244 40.69516363375775),S JAMAICA HOUSES BUILDING 19
12792,POINT (-73.7941547218119 40.69512113528215),S JAMAICA HOUSES BUILDING 6
12793,POINT (-73.79378505503901 40.69464419678931),S JAMAICA HOUSES BUILDING 7
12797,POINT (-73.79410235165274 40.69579735703245),S JAMAICA I HOUSES BUILDING 11
12799,POINT (-73.79608306552974 40.69848407106262),S JAMAICA II HOUSES BLDG 13
12804,POINT (-73.79376845143723 40.69596996986647),S JAMAICA II HOUSES BLDG 18
12807,POINT (-73.79272840829252 40.694567149335676),S JAMAICA II PROJECTS BLDG 21
12810,POINT (-73.79151095012755 40.692896084566925),S JAMAICA II PROJECTS BLDG 24
12811,POINT (-73.79223286677576 40.693140030622864),S JAMAICA II PROJECTS BLDG 25
12812,POINT (-73.79213055150963 40.69246029570967),S JAMAICA II PROJECTS BLDG 26
12798,POINT (-73.79645756901061 40.69817492913207),S JAMAICA PROJECTS BUILDING 12
12800,POINT (-73.79566198059874 40.698566597919616),S JAMAICA PROJECTS BUILDING 14
12803,POINT (-73.79434408310186 40.69679537446601),S JAMAICA PROJECTS BUILDING 17
12788,POINT (-73.79565329233638 40.69703389109458),S JAMAICA PROJECTS BUILDING 2
12809,POINT (-73.79209654534944 40.69365989258529),S JAMAICA PROJECTS BUILDING 23
12790,POINT (-73.79496137197263 40.69607755785853),S JAMAICA PROJECTS BUILDING 4
12791,POINT (-73.79456875363779 40.69571688372243),S JAMAICA PROJECTS BUILDING 5
604,POINT (-73.87510450936772 40.8661908401703),S OF ALLERTON AVENUE OVER BX RIV
3061,POINT (-73.91582191640471 40.74286276480294),SABBA PARK
19421,POINT (-73.88161985625153 40.88389954912717),SACHKERAH WOODS PLAYGROUND
12440,POINT (-73.86777683374382 40.819308054177455),SACK WERN HOUSES
5102,POINT (-73.86806166720253 40.82045973170295),SACK WERN HOUSES BUILDING 1
12441,POINT (-73.86812646785863 40.81967442692691),SACK WERN HOUSES BUILDING 2
12386,POINT (-73.86795553733111 40.81902087569172),SACK WERN HOUSES BUILDING 3
5085,POINT (-73.86748232717174 40.81905007461206),SACK WERN HOUSES BUILDING 4
4297,POINT (-73.86703098629408 40.819014513574466),SACK WERN HOUSES BUILDING 5
7855,POINT (-73.86350929546582 40.820588121608196),SACK WERN HOUSES BUILDING 6
5068,POINT (-73.86335375457594 40.821099140674),SACK WERN HOUSES BUILDING 7
729,POINT (-74.00113020029785 40.68457472059925),SACKETT STREET OVER I-278 BQE
16881,POINT (-73.97211941499098 40.69670694645885),SACRED HEART CHURCH
5242,POINT (-73.92334672739547 40.83875223627843),SACRED HEART CHURCH
5661,POINT (-74.11485803842034 40.63502804147736),SACRED HEART CHURCH
8378,POINT (-73.73759266223364 40.69851033923473),SACRED HEART CHURCH CAMBRIA HEIGHTS
10672,POINT (-73.92437648712814 40.83874072299186),SACRED HEART GIRLS SCHOOL
10793,POINT (-73.92434857613448 40.83877658025201),SACRED HEART MIDDLE SCHOOL
7765,POINT (-73.99038122053368 40.76510796198741),SACRED HEART OF JESUS CHURCH
3477,POINT (-73.7682365838874 40.76760192593449),SACRED HEART OF JESUS RC CHURCH
4354,POINT (-73.99019244467834 40.76550945298013),SACRED HEART OF JESUS SCHOOL W52 ST
3632,POINT (-73.92438042195243 40.83845146383869),SACRED HEART PRIMARY SCHOOL
2198,POINT (-74.11395559766106 40.63367143217204),SACRED HEART SCHOOL
16366,POINT (-73.86482052532908 40.70586938933363),SACRED HEART SCHOOL
13126,POINT (-73.73763025124792 40.69846280910839),SACRED HEART SCHOOL 221 ST
16371,POINT (-73.76708327676623 40.76767603824517),SACRED HEART SCHOOL OF BAYSIDE
18460,POINT (-73.90989311371582 40.77251387283112),SACRED PATRIARCHAL & STAVROPEGIAL ORTHODOX MONASTERY OF ST IRENE CHRYSOVALANTOU
5035,POINT (-73.98866716129076 40.68985151076009),SAFE HORIZON BROOKLYN CRIMINAL COURT CC
19219,POINT (-73.98091655426335 40.72276914078552),SAGE'S GARDEN
15112,POINT (-74.102994075496 40.642498134794046),SAILORS SNUG HARBOR
8086,POINT (-73.86703768276305 40.60395634696471),SAILS POINT HASSOCK
6384,POINT (-73.87117789912561 40.713810465938714),SAINT JOHN'S CEMETERY
16296,POINT (-73.83193027703706 40.57971227533222),SAINT JOHNS RESIDENCE FOR BOYS
2323,POINT (-74.21563146989824 40.55135420517608),SAINT JOSEPH'S CEMETERY
10033,POINT (-74.21952449497967 40.55262414788087),SAINT LUKE'S CEMETERY
18999,POINT (-73.9156522574939 40.77696581357509),SAINT MARKELLA CATHEDRAL
15097,POINT (-73.90980330804352 40.815106542325644),SAINT MARYS PARK COMMUNITY CENTER
9121,POINT (-73.89642535027568 40.765301677526395),SAINT MICHAEL'S CEMETERY
9392,POINT (-73.97598075252536 40.758479718920455),SAINT PATRICK'S CATHEDRAL
6371,POINT (-74.00918379380394 40.71130883140368),SAINT PAUL'S CHAPEL
12364,POINT (-74.00922838649149 40.71110502538039),SAINT PAUL'S CHAPEL CEMETERY
7457,POINT (-74.00962037279908 40.71148948131605),SAINT PAUL'S CHAPEL COMPLEX
5753,POINT (-73.99379211473003 40.68754175734118),SAINT PAULS RC CHURCH
9429,POINT (-74.11125209519582 40.623452070884106),SAINT PETER'S CEMETERY
16189,POINT (-73.97174869180205 40.749919009408046),SAINT VINCENT & THE GRENADINES MISSION TO UN
18835,POINT (-74.00923382073972 40.70151784991308),SAKER AVIATION SERVICES
9449,POINT (-73.97702700047797 40.758077535751994),SAKS FIFTH AVENUE MIDTOWN EAST
1132,POINT (-73.96216680805857 40.813007033421286),SAKURA PARK
11980,POINT (-74.11939555930202 40.625555159966005),SALEM CHURCH
